model,k-shot,target,scope_id,kw_context,vl_propform,Q_type,acc
Mistral,10,Liqu,1,0,1,Q_neg,0.279
Mistral,10,Liqu,3,0,1,Q_neg,0.078
Mistral,10,Loc,2,0,1,Q_pos,0.967
Mistral,10,Loc,1,0,1,Q_pos,0.864
Mistral,10,Loc,1,0,1,Q_neg,0.276
Mistral,10,Loc,2,0,1,Q_neg,0.263
Mistral,10,Magn,2,0,1,Q_pos,0.894
Mistral,10,Magn,3,0,1,Q_pos,0.892
Mistral,10,Magn,1,0,1,Q_pos,0.873
Mistral,10,Magn,3,0,1,Q_neg,0.177
Mistral,10,Magn,2,0,1,Q_neg,0.097
Mistral,10,Magn,1,0,1,Q_neg,0.06
Mistral,10,Modif_ajout_de_sens,2,0,1,Q_pos,0.984
Mistral,10,Modif_ajout_de_sens,1,0,1,Q_pos,0.951
Mistral,10,Modif_ajout_de_sens,1,0,1,Q_neg,0.2
Mistral,10,Modif_ajout_de_sens,2,0,1,Q_neg,0.075
Mistral,10,Modif_sens_vide,1,0,1,Q_pos,0.906
Mistral,10,Modif_sens_vide,2,0,1,Q_pos,0.873
Mistral,10,Modif_sens_vide,2,0,1,Q_neg,0.061
Mistral,10,Modif_sens_vide,1,0,1,Q_neg,0.032
Mistral,10,Modificateur,1,0,1,Q_pos,0.97
Mistral,10,Modificateur,1,0,1,Q_neg,0.147
Mistral,10,Mult,1,0,1,Q_pos,0.879
Mistral,10,Mult,2,0,1,Q_pos,0.877
Mistral,10,Mult,2,0,1,Q_neg,0.241
Mistral,10,Mult,1,0,1,Q_neg,0.203
Mistral,10,N_dériv_ajout_de_sens,2,0,1,Q_pos,0.95
Mistral,10,N_dériv_ajout_de_sens,1,0,1,Q_pos,0.898
Mistral,10,N_dériv_ajout_de_sens,2,0,1,Q_neg,0.15
Mistral,10,N_dériv_ajout_de_sens,1,0,1,Q_neg,0.105
Mistral,10,N_dériv_circonstancielle,3,0,1,Q_pos,1.0
Mistral,10,N_dériv_circonstancielle,1,0,1,Q_pos,0.966
Mistral,10,N_dériv_circonstancielle,2,0,1,Q_pos,0.952
Mistral,10,N_dériv_circonstancielle,3,0,1,Q_neg,0.254
Mistral,10,N_dériv_circonstancielle,2,0,1,Q_neg,0.25
Mistral,10,N_dériv_circonstancielle,1,0,1,Q_neg,0.167
Mistral,10,Nom_gouverneur,1,0,1,Q_pos,0.839
Mistral,10,Nom_gouverneur,1,0,1,Q_neg,0.145
Mistral,10,Oper1,4,0,1,Q_pos,0.985
Mistral,10,Oper1,1,0,1,Q_pos,0.841
Mistral,10,Oper1,2,0,1,Q_pos,0.841
Mistral,10,Oper1,3,0,1,Q_pos,0.836
Mistral,10,Oper1,1,0,1,Q_neg,0.3
Mistral,10,Oper1,3,0,1,Q_neg,0.186
Mistral,10,Oper1,4,0,1,Q_neg,0.109
Mistral,10,Oper1,2,0,1,Q_neg,0.077
Mistral,10,Oper2,4,0,1,Q_pos,0.95
Mistral,10,Oper2,2,0,1,Q_pos,0.864
Mistral,10,Oper2,3,0,1,Q_pos,0.85
Mistral,10,Oper2,1,0,1,Q_pos,0.841
Mistral,10,Oper2,3,0,1,Q_neg,0.305
Mistral,10,Oper2,1,0,1,Q_neg,0.231
Mistral,10,Oper2,4,0,1,Q_neg,0.215
Mistral,10,Oper2,2,0,1,Q_neg,0.047
Mistral,10,Oper_i,3,0,1,Q_pos,1.0
Mistral,10,Oper_i,1,0,1,Q_pos,0.938
Mistral,10,Oper_i,2,0,1,Q_pos,0.917
Mistral,10,Oper_i,2,0,1,Q_neg,0.271
Mistral,10,Oper_i,1,0,1,Q_neg,0.113
Mistral,10,Oper_i,3,0,1,Q_neg,0.1
Mistral,10,Pred,3,0,1,Q_pos,0.938
Mistral,10,Pred,1,0,1,Q_pos,0.925
Mistral,10,Pred,2,0,1,Q_pos,0.917
Mistral,10,Pred,3,0,1,Q_neg,0.106
Mistral,10,Pred,2,0,1,Q_neg,0.039
Mistral,10,Pred,1,0,1,Q_neg,0.015
Mistral,10,Qual1,4,0,1,Q_pos,0.948
Mistral,10,Qual1,1,0,1,Q_pos,0.931
Mistral,10,Qual1,3,0,1,Q_pos,0.917
Mistral,10,Qual1,2,0,1,Q_pos,0.903
Mistral,10,Qual1,3,0,1,Q_neg,0.178
Mistral,10,Qual1,1,0,1,Q_neg,0.117
Mistral,10,Qual1,4,0,1,Q_neg,0.115
Mistral,10,Qual1,2,0,1,Q_neg,0.101
Mistral,10,Real1,3,0,1,Q_pos,0.848
Mistral,10,Real1,5,0,1,Q_pos,0.839
Mistral,10,Real1,4,0,1,Q_pos,0.823
Mistral,10,Real1,1,0,1,Q_pos,0.742
Mistral,10,Real1,2,0,1,Q_pos,0.717
Mistral,10,Real1,1,0,1,Q_neg,0.41
Mistral,10,Real1,4,0,1,Q_neg,0.254
Mistral,10,Real1,3,0,1,Q_neg,0.237
Mistral,10,Real1,5,0,1,Q_neg,0.203
Mistral,10,Real1,2,0,1,Q_neg,0.156
Mistral,10,Real2,3,0,1,Q_pos,0.754
Mistral,10,Real2,2,0,1,Q_pos,0.721
Mistral,10,Real2,5,0,1,Q_pos,0.705
Mistral,10,Real2,1,0,1,Q_pos,0.661
Mistral,10,Real2,4,0,1,Q_pos,0.623
Mistral,10,Real2,3,0,1,Q_neg,0.203
Mistral,10,Real2,5,0,1,Q_neg,0.18
Mistral,10,Real2,1,0,1,Q_neg,0.175
Mistral,10,Real2,2,0,1,Q_neg,0.063
Mistral,10,Real2,4,0,1,Q_neg,0.016
Mistral,10,Real3,1,0,1,Q_pos,0.984
Mistral,10,Real3,3,0,1,Q_pos,0.984
Mistral,10,Real3,2,0,1,Q_pos,0.969
Mistral,10,Real3,5,0,1,Q_pos,0.969
Mistral,10,Real3,4,0,1,Q_pos,0.919
Mistral,10,Real3,5,0,1,Q_neg,0.407
Mistral,10,Real3,2,0,1,Q_neg,0.2
Mistral,10,Real3,4,0,1,Q_neg,0.197
Mistral,10,Real3,1,0,1,Q_neg,0.092
Mistral,10,Real3,3,0,1,Q_neg,0.016
Mistral,10,Real_i,2,0,1,Q_pos,0.814
Mistral,10,Real_i,3,0,1,Q_pos,0.803
Mistral,10,Real_i,1,0,1,Q_pos,0.776
Mistral,10,Real_i,4,0,1,Q_pos,0.754
Mistral,10,Real_i,2,0,1,Q_neg,0.242
Mistral,10,Real_i,3,0,1,Q_neg,0.227
Mistral,10,Real_i,4,0,1,Q_neg,0.164
Mistral,10,Real_i,1,0,1,Q_neg,0.04
Mistral,10,RealΩ,3,0,1,Q_pos,0.919
Mistral,10,RealΩ,5,0,1,Q_pos,0.902
Mistral,10,RealΩ,4,0,1,Q_pos,0.898
Mistral,10,RealΩ,2,0,1,Q_pos,0.881
Mistral,10,RealΩ,1,0,1,Q_pos,0.776
Mistral,10,RealΩ,4,0,1,Q_neg,0.31
Mistral,10,RealΩ,5,0,1,Q_neg,0.203
Mistral,10,RealΩ,3,0,1,Q_neg,0.186
Mistral,10,RealΩ,1,0,1,Q_neg,0.167
Mistral,10,RealΩ,2,0,1,Q_neg,0.1
Mistral,10,Redun,1,0,1,Q_pos,0.965
Mistral,10,Redun,3,0,1,Q_pos,0.932
Mistral,10,Redun,2,0,1,Q_pos,0.93
Mistral,10,Redun,3,0,1,Q_neg,0.2
Mistral,10,Redun,1,0,1,Q_neg,0.185
Mistral,10,Redun,2,0,1,Q_neg,0.164
Mistral,10,Result2,2,0,1,Q_pos,0.944
Mistral,10,Result2,1,0,1,Q_pos,0.904
Mistral,10,Result2,1,0,1,Q_neg,0.348
Mistral,10,Result2,2,0,1,Q_neg,0.013
Mistral,10,S0,1,0,1,Q_pos,1.0
Mistral,10,S0,2,0,1,Q_pos,1.0
Mistral,10,S0,2,0,1,Q_neg,0.133
Mistral,10,S0,1,0,1,Q_neg,0.095
Mistral,10,S1,4,0,1,Q_pos,0.973
Mistral,10,S1,1,0,1,Q_pos,0.947
Mistral,10,S1,2,0,1,Q_pos,0.918
Mistral,10,S1,3,0,1,Q_pos,0.908
Mistral,10,S1,1,0,1,Q_neg,0.258
Mistral,10,S1,3,0,1,Q_neg,0.219
Mistral,10,S1,4,0,1,Q_neg,0.138
Mistral,10,S1,2,0,1,Q_neg,0.136
Mistral,10,S2,3,0,1,Q_pos,0.934
Mistral,10,S2,1,0,1,Q_pos,0.902
Mistral,10,S2,4,0,1,Q_pos,0.871
Mistral,10,S2,2,0,1,Q_pos,0.852
Mistral,10,S2,1,0,1,Q_neg,0.152
Mistral,10,S2,2,0,1,Q_neg,0.143
Mistral,10,S2,3,0,1,Q_neg,0.097
Mistral,10,S2,4,0,1,Q_neg,0.0
Mistral,10,S3,3,0,1,Q_pos,0.903
Mistral,10,S3,1,0,1,Q_pos,0.844
Mistral,10,S3,2,0,1,Q_pos,0.815
Mistral,10,S3,4,0,1,Q_pos,0.776
Mistral,10,S3,3,0,1,Q_neg,0.246
Mistral,10,S3,1,0,1,Q_neg,0.194
Mistral,10,S3,2,0,1,Q_neg,0.188
Mistral,10,S3,4,0,1,Q_neg,0.162
Mistral,10,S_i,1,0,1,Q_pos,0.794
Mistral,10,S_i,2,0,1,Q_pos,0.758
Mistral,10,S_i,3,0,1,Q_pos,0.683
Mistral,10,S_i,3,0,1,Q_neg,0.175
Mistral,10,S_i,1,0,1,Q_neg,0.105
Mistral,10,S_i,2,0,1,Q_neg,0.06
Mistral,10,Sing,3,0,1,Q_pos,0.984
Mistral,10,Sing,2,0,1,Q_pos,0.951
Mistral,10,Sing,1,0,1,Q_pos,0.933
Mistral,10,Sing,1,0,1,Q_neg,0.403
Mistral,10,Sing,2,0,1,Q_neg,0.113
Mistral,10,Sing,3,0,1,Q_neg,0.098
Mistral,10,Singulier,1,0,1,Q_pos,1.0
Mistral,10,Singulier,2,0,1,Q_pos,1.0
Mistral,10,Singulier,2,0,1,Q_neg,0.254
Mistral,10,Singulier,1,0,1,Q_neg,0.0
Mistral,10,Sinstr,1,0,1,Q_pos,0.937
Mistral,10,Sinstr,4,0,1,Q_pos,0.908
Mistral,10,Sinstr,3,0,1,Q_pos,0.875
Mistral,10,Sinstr,2,0,1,Q_pos,0.873
Mistral,10,Sinstr,4,0,1,Q_neg,0.305
Mistral,10,Sinstr,2,0,1,Q_neg,0.237
Mistral,10,Sinstr,1,0,1,Q_neg,0.226
Mistral,10,Sinstr,3,0,1,Q_neg,0.109
Mistral,10,Sloc,3,0,1,Q_pos,0.933
Mistral,10,Sloc,1,0,1,Q_pos,0.932
Mistral,10,Sloc,2,0,1,Q_pos,0.9
Mistral,10,Sloc,4,0,1,Q_pos,0.9
Mistral,10,Sloc,1,0,1,Q_neg,0.295
Mistral,10,Sloc,4,0,1,Q_neg,0.259
Mistral,10,Sloc,2,0,1,Q_neg,0.23
Mistral,10,Sloc,3,0,1,Q_neg,0.015
Mistral,10,Sres,2,0,1,Q_pos,1.0
Mistral,10,Sres,3,0,1,Q_pos,1.0
Mistral,10,Sres,4,0,1,Q_pos,1.0
Mistral,10,Sres,1,0,1,Q_pos,0.987
Mistral,10,Sres,1,0,1,Q_neg,0.258
Mistral,10,Sres,2,0,1,Q_neg,0.186
Mistral,10,Sres,3,0,1,Q_neg,0.164
Mistral,10,Sres,4,0,1,Q_neg,0.083
Mistral,10,Subst_sens_opposé,2,0,1,Q_pos,0.661
Mistral,10,Subst_sens_opposé,1,0,1,Q_pos,0.633
Mistral,10,Subst_sens_opposé,1,0,1,Q_neg,0.339
Mistral,10,Subst_sens_opposé,2,0,1,Q_neg,0.111
Mistral,10,Subst_sens_similaire,1,0,1,Q_pos,0.918
Mistral,10,Subst_sens_similaire,2,0,1,Q_pos,0.855
Mistral,10,Subst_sens_similaire,1,0,1,Q_neg,0.561
Mistral,10,Subst_sens_similaire,2,0,1,Q_neg,0.1
Mistral,10,Substitutive,1,0,1,Q_pos,0.759
Mistral,10,Substitutive,1,0,1,Q_neg,0.091
Mistral,10,Syn,3,0,1,Q_pos,0.831
Mistral,10,Syn,2,0,1,Q_pos,0.794
Mistral,10,Syn,1,0,1,Q_pos,0.787
Mistral,10,Syn,2,0,1,Q_neg,0.279
Mistral,10,Syn,1,0,1,Q_neg,0.19
Mistral,10,Syn,3,0,1,Q_neg,0.085
Mistral,10,V0,1,0,1,Q_pos,1.0
Mistral,10,V0,2,0,1,Q_pos,1.0
Mistral,10,V0,3,0,1,Q_pos,1.0
Mistral,10,V0,1,0,1,Q_neg,0.429
Mistral,10,V0,2,0,1,Q_neg,0.387
Mistral,10,V0,3,0,1,Q_neg,0.2
Mistral,10,V_collocation_ajout_de_sens,2,0,1,Q_pos,0.968
Mistral,10,V_collocation_ajout_de_sens,1,0,1,Q_pos,0.881
Mistral,10,V_collocation_ajout_de_sens,2,0,1,Q_neg,0.148
Mistral,10,V_collocation_ajout_de_sens,1,0,1,Q_neg,0.0
Mistral,10,V_dériv_sens_vide,2,0,1,Q_pos,0.938
Mistral,10,V_dériv_sens_vide,1,0,1,Q_pos,0.884
Mistral,10,V_dériv_sens_vide,1,0,1,Q_neg,0.258
Mistral,10,V_dériv_sens_vide,2,0,1,Q_neg,0.213
Mistral,10,Ver,2,0,1,Q_pos,0.984
Mistral,10,Ver,1,0,1,Q_pos,0.956
Mistral,10,Ver,3,0,1,Q_pos,0.875
Mistral,10,Ver,1,0,1,Q_neg,0.203
Mistral,10,Ver,3,0,1,Q_neg,0.153
Mistral,10,Ver,2,0,1,Q_neg,0.067
Mistral,10,Verbe_support,2,0,1,Q_pos,0.94
Mistral,10,Verbe_support,1,0,1,Q_pos,0.939
Mistral,10,Verbe_support,2,0,1,Q_neg,0.345
Mistral,10,Verbe_support,1,0,1,Q_neg,0.097
Mistral,10,Verbes_causatifs,1,0,1,Q_pos,0.897
Mistral,10,Verbes_causatifs,2,0,1,Q_pos,0.828
Mistral,10,Verbes_causatifs,3,0,1,Q_pos,0.807
Mistral,10,Verbes_causatifs,3,0,1,Q_neg,0.393
Mistral,10,Verbes_causatifs,1,0,1,Q_neg,0.22
Mistral,10,Verbes_causatifs,2,0,1,Q_neg,0.148
Mistral,10,Verbes_de_phase,1,0,1,Q_pos,0.939
Mistral,10,Verbes_de_phase,2,0,1,Q_pos,0.937
Mistral,10,Verbes_de_phase,3,0,1,Q_pos,0.879
Mistral,10,Verbes_de_phase,3,0,1,Q_neg,0.279
Mistral,10,Verbes_de_phase,1,0,1,Q_neg,0.222
Mistral,10,Verbes_de_phase,2,0,1,Q_neg,0.049
Mistral,10,Vreal,1,0,1,Q_pos,1.0
Mistral,10,Vreal,3,0,1,Q_pos,0.966
Mistral,10,Vreal,2,0,1,Q_pos,0.935
Mistral,10,Vreal,3,0,1,Q_neg,0.263
Mistral,10,Vreal,1,0,1,Q_neg,0.179
Mistral,10,Vreal,2,0,1,Q_neg,0.153
Qwen,10,A0,2,0,1,Q_neg,0.9
Qwen,10,A0,1,0,1,Q_neg,0.85
Qwen,10,A0,2,0,1,Q_pos,0.62
Qwen,10,A0,1,0,1,Q_pos,0.6
Qwen,10,A1,1,0,1,Q_neg,0.98
Qwen,10,A1,4,0,1,Q_neg,0.88
Qwen,10,A1,2,0,1,Q_neg,0.85
Qwen,10,A1,3,0,1,Q_neg,0.84
Qwen,10,A1,4,0,1,Q_pos,0.45
Qwen,10,A1,2,0,1,Q_pos,0.41
Qwen,10,A1,1,0,1,Q_pos,0.33
Qwen,10,A1,3,0,1,Q_pos,0.32
Qwen,10,A2,4,0,1,Q_neg,0.92
Qwen,10,A2,2,0,1,Q_neg,0.9
Qwen,10,A2,3,0,1,Q_neg,0.85
Qwen,10,A2,1,0,1,Q_neg,0.75
Qwen,10,A2,4,0,1,Q_pos,0.4
Qwen,10,A2,3,0,1,Q_pos,0.3
Qwen,10,A2,1,0,1,Q_pos,0.23
Qwen,10,A2,2,0,1,Q_pos,0.2
Qwen,10,A_dériv_ajout_de_sens,2,0,1,Q_neg,0.95
Qwen,10,A_dériv_ajout_de_sens,1,0,1,Q_neg,0.75
Qwen,10,A_dériv_ajout_de_sens,2,0,1,Q_pos,0.44
Qwen,10,A_dériv_ajout_de_sens,1,0,1,Q_pos,0.34
Qwen,10,A_dériv_qualificative,3,0,1,Q_neg,0.95
Qwen,10,A_dériv_qualificative,1,0,1,Q_neg,0.76
Qwen,10,A_dériv_qualificative,2,0,1,Q_neg,0.65
Qwen,10,A_dériv_qualificative,3,0,1,Q_pos,0.63
Qwen,10,A_dériv_qualificative,1,0,1,Q_pos,0.6
Qwen,10,A_dériv_qualificative,2,0,1,Q_pos,0.44
Qwen,10,A_i,3,0,1,Q_neg,0.9
Qwen,10,A_i,1,0,1,Q_neg,0.88
Qwen,10,A_i,2,0,1,Q_neg,0.88
Qwen,10,A_i,3,0,1,Q_pos,0.5
Qwen,10,A_i,2,0,1,Q_pos,0.45
Qwen,10,A_i,1,0,1,Q_pos,0.4
Qwen,10,Able1,2,0,1,Q_neg,0.89
Qwen,10,Able1,4,0,1,Q_neg,0.82
Qwen,10,Able1,3,0,1,Q_neg,0.78
Qwen,10,Able1,5,0,1,Q_neg,0.75
Qwen,10,Able1,1,0,1,Q_neg,0.68
Qwen,10,Able1,5,0,1,Q_pos,0.49
Qwen,10,Able1,3,0,1,Q_pos,0.42
Qwen,10,Able1,2,0,1,Q_pos,0.4
Qwen,10,Able1,4,0,1,Q_pos,0.35
Qwen,10,Able1,1,0,1,Q_pos,0.32
Qwen,10,Able2,3,0,1,Q_neg,1.0
Qwen,10,Able2,2,0,1,Q_neg,0.95
Qwen,10,Able2,5,0,1,Q_neg,0.9
Qwen,10,Able2,4,0,1,Q_neg,0.8
Qwen,10,Able2,5,0,1,Q_pos,0.75
Qwen,10,Able2,3,0,1,Q_pos,0.7
Qwen,10,Able2,1,0,1,Q_neg,0.65
Qwen,10,Able2,2,0,1,Q_pos,0.65
Qwen,10,Able2,1,0,1,Q_pos,0.6
Qwen,10,Able2,4,0,1,Q_pos,0.6
Qwen,10,Able_i,1,0,1,Q_neg,1.0
Qwen,10,Able_i,2,0,1,Q_neg,1.0
Qwen,10,Able_i,4,0,1,Q_neg,0.93
Qwen,10,Able_i,3,0,1,Q_neg,0.79
Qwen,10,Able_i,2,0,1,Q_pos,0.62
Qwen,10,Able_i,3,0,1,Q_pos,0.6
Qwen,10,Able_i,1,0,1,Q_pos,0.55
Qwen,10,Able_i,4,0,1,Q_pos,0.55
Qwen,10,Adv0,1,0,1,Q_neg,1.0
Qwen,10,Adv0,2,0,1,Q_neg,0.97
Qwen,10,Adv0,2,0,1,Q_pos,0.8
Qwen,10,Adv0,1,0,1,Q_pos,0.67
Qwen,10,Adv1,2,0,1,Q_pos,0.9
Qwen,10,Adv1,1,0,1,Q_neg,0.89
Qwen,10,Adv1,2,0,1,Q_neg,0.75
Qwen,10,Adv1,1,0,1,Q_pos,0.38
Qwen,10,Anti,2,0,1,Q_neg,1.0
Qwen,10,Anti,3,0,1,Q_neg,1.0
Qwen,10,Anti,1,0,1,Q_neg,0.95
Qwen,10,Anti,3,0,1,Q_pos,0.9
Qwen,10,Anti,1,0,1,Q_pos,0.85
Qwen,10,Anti,2,0,1,Q_pos,0.85
Qwen,10,Bon,3,0,1,Q_neg,0.91
Qwen,10,Bon,2,0,1,Q_neg,0.88
Qwen,10,Bon,1,0,1,Q_neg,0.85
Qwen,10,Bon,3,0,1,Q_pos,0.63
Qwen,10,Bon,2,0,1,Q_pos,0.55
Qwen,10,Bon,1,0,1,Q_pos,0.52
Qwen,10,Cap,1,0,1,Q_neg,1.0
Qwen,10,Cap,2,0,1,Q_neg,1.0
Qwen,10,Cap,3,0,1,Q_neg,1.0
Qwen,10,Cap,2,0,1,Q_pos,0.77
Qwen,10,Cap,1,0,1,Q_pos,0.75
Qwen,10,Cap,3,0,1,Q_pos,0.72
Qwen,10,Caus,4,0,1,Q_neg,0.92
Qwen,10,Caus,1,0,1,Q_neg,0.84
Qwen,10,Caus,2,0,1,Q_neg,0.75
Qwen,10,Caus,3,0,1,Q_neg,0.73
Qwen,10,Caus,4,0,1,Q_pos,0.5
Qwen,10,Caus,2,0,1,Q_pos,0.4
Qwen,10,Caus,1,0,1,Q_pos,0.35
Qwen,10,Caus,3,0,1,Q_pos,0.35
Qwen,10,Colloc_préposition,1,0,1,Q_neg,1.0
Qwen,10,Colloc_préposition,1,0,1,Q_pos,0.69
Qwen,10,Collocation_verbale,1,0,1,Q_neg,1.0
