model,k-shot,target,scope_id,kw_context,vl_propform,Q_type,acc
Qwen,10,Collocation_verbale,1,0,1,Q_pos,0.66
Qwen,10,Contr,3,0,1,Q_neg,0.94
Qwen,10,Contr,2,0,1,Q_neg,0.76
Qwen,10,Contr,3,0,1,Q_pos,0.51
Qwen,10,Contr,1,0,1,Q_pos,0.45
Qwen,10,Contr,2,0,1,Q_pos,0.45
Qwen,10,Contr,1,0,1,Q_neg,0.44
Qwen,10,Conv-ij,3,0,1,Q_neg,0.95
Qwen,10,Conv-ij,2,0,1,Q_neg,0.94
Qwen,10,Conv-ij,1,0,1,Q_neg,0.91
Qwen,10,Conv-ij,2,0,1,Q_pos,0.1
Qwen,10,Conv-ij,3,0,1,Q_pos,0.1
Qwen,10,Conv-ij,1,0,1,Q_pos,0.06
Qwen,10,Conv-ij*,3,0,1,Q_neg,1.0
Qwen,10,Conv-ij*,2,0,1,Q_neg,0.95
Qwen,10,Conv-ij*,1,0,1,Q_neg,0.85
Qwen,10,Conv-ij*,2,0,1,Q_pos,0.16
Qwen,10,Conv-ij*,1,0,1,Q_pos,0.12
Qwen,10,Conv-ij*,3,0,1,Q_pos,0.04
Qwen,10,Dérivation_adjectivale,1,0,1,Q_neg,1.0
Qwen,10,Dérivation_adjectivale,1,0,1,Q_pos,0.62
Qwen,10,Dérivation_adverbiale,1,0,1,Q_neg,1.0
Qwen,10,Dérivation_adverbiale,1,0,1,Q_pos,0.9
Qwen,10,Dérivation_nominale,1,0,1,Q_neg,0.95
Qwen,10,Dérivation_nominale,1,0,1,Q_pos,0.25
Qwen,10,Dérivation_verbale,1,0,1,Q_neg,1.0
Qwen,10,Dérivation_verbale,1,0,1,Q_pos,0.55
Qwen,10,Epit,3,0,1,Q_neg,1.0
Qwen,10,Epit,1,0,1,Q_neg,0.98
Qwen,10,Epit,2,0,1,Q_neg,0.74
Qwen,10,Epit,1,0,1,Q_pos,0.47
Qwen,10,Epit,3,0,1,Q_pos,0.42
Qwen,10,Epit,2,0,1,Q_pos,0.41
Qwen,10,Fact0,2,0,1,Q_neg,1.0
Qwen,10,Fact0,5,0,1,Q_neg,1.0
Qwen,10,Fact0,1,0,1,Q_neg,0.99
Qwen,10,Fact0,3,0,1,Q_neg,0.95
Qwen,10,Fact0,4,0,1,Q_neg,0.9
Qwen,10,Fact0,5,0,1,Q_pos,0.24
Qwen,10,Fact0,1,0,1,Q_pos,0.2
Qwen,10,Fact0,4,0,1,Q_pos,0.2
Qwen,10,Fact0,3,0,1,Q_pos,0.17
Qwen,10,Fact0,2,0,1,Q_pos,0.15
Qwen,10,Fact1,3,0,1,Q_neg,1.0
Qwen,10,Fact1,5,0,1,Q_neg,1.0
Qwen,10,Fact1,1,0,1,Q_neg,0.95
Qwen,10,Fact1,4,0,1,Q_neg,0.95
Qwen,10,Fact1,2,0,1,Q_neg,0.9
Qwen,10,Fact1,2,0,1,Q_pos,0.3
Qwen,10,Fact1,3,0,1,Q_pos,0.28
Qwen,10,Fact1,5,0,1,Q_pos,0.27
Qwen,10,Fact1,1,0,1,Q_pos,0.23
Qwen,10,Fact1,4,0,1,Q_pos,0.21
Qwen,10,Fact2,4,0,1,Q_neg,1.0
Qwen,10,Fact2,1,0,1,Q_neg,0.9
Qwen,10,Fact2,5,0,1,Q_neg,0.9
Qwen,10,Fact2,2,0,1,Q_neg,0.85
Qwen,10,Fact2,3,0,1,Q_neg,0.85
Qwen,10,Fact2,1,0,1,Q_pos,0.34
Qwen,10,Fact2,5,0,1,Q_pos,0.34
Qwen,10,Fact2,2,0,1,Q_pos,0.32
Qwen,10,Fact2,3,0,1,Q_pos,0.3
Qwen,10,Fact2,4,0,1,Q_pos,0.27
Qwen,10,Fact_i,2,0,1,Q_neg,0.91
Qwen,10,Fact_i,1,0,1,Q_neg,0.85
Qwen,10,Fact_i,3,0,1,Q_neg,0.84
Qwen,10,Fact_i,4,0,1,Q_neg,0.83
Qwen,10,Fact_i,2,0,1,Q_pos,0.35
Qwen,10,Fact_i,1,0,1,Q_pos,0.32
Qwen,10,Fact_i,4,0,1,Q_pos,0.26
Qwen,10,Fact_i,3,0,1,Q_pos,0.2
Qwen,10,Fin,1,0,1,Q_neg,1.0
Qwen,10,Fin,3,0,1,Q_neg,1.0
Qwen,10,Fin,4,0,1,Q_neg,1.0
Qwen,10,Fin,2,0,1,Q_neg,0.96
Qwen,10,Fin,3,0,1,Q_pos,0.38
Qwen,10,Fin,4,0,1,Q_pos,0.37
Qwen,10,Fin,2,0,1,Q_pos,0.36
Qwen,10,Fin,1,0,1,Q_pos,0.28
Qwen,10,Func0,4,0,1,Q_neg,1.0
Qwen,10,Func0,2,0,1,Q_neg,0.99
Qwen,10,Func0,1,0,1,Q_neg,0.95
Qwen,10,Func0,3,0,1,Q_neg,0.95
Qwen,10,Func0,2,0,1,Q_pos,0.2
Qwen,10,Func0,4,0,1,Q_pos,0.19
Qwen,10,Func0,1,0,1,Q_pos,0.18
Qwen,10,Func0,3,0,1,Q_pos,0.15
Qwen,10,Func2,4,0,1,Q_neg,0.99
Qwen,10,Func2,3,0,1,Q_neg,0.93
Qwen,10,Func2,1,0,1,Q_neg,0.91
Qwen,10,Func2,2,0,1,Q_neg,0.88
Qwen,10,Func2,2,0,1,Q_pos,0.2
Qwen,10,Func2,3,0,1,Q_pos,0.14
Qwen,10,Func2,1,0,1,Q_pos,0.08
Qwen,10,Func2,4,0,1,Q_pos,0.06
Qwen,10,Func_i,1,0,1,Q_neg,0.95
Qwen,10,Func_i,2,0,1,Q_neg,0.95
Qwen,10,Func_i,3,0,1,Q_neg,0.93
Qwen,10,Func_i,3,0,1,Q_pos,0.14
Qwen,10,Func_i,1,0,1,Q_pos,0.1
Qwen,10,Func_i,2,0,1,Q_pos,0.1
Qwen,10,Gener,3,0,1,Q_neg,1.0
Qwen,10,Gener,2,0,1,Q_neg,0.95
Qwen,10,Gener,1,0,1,Q_neg,0.94
Qwen,10,Gener,1,0,1,Q_pos,0.61
Qwen,10,Gener,3,0,1,Q_pos,0.6
Qwen,10,Gener,2,0,1,Q_pos,0.57
Qwen,10,Incep,3,0,1,Q_neg,1.0
Qwen,10,Incep,4,0,1,Q_neg,1.0
Qwen,10,Incep,1,0,1,Q_neg,0.95
Qwen,10,Incep,2,0,1,Q_neg,0.95
Qwen,10,Incep,4,0,1,Q_pos,0.41
Qwen,10,Incep,2,0,1,Q_pos,0.4
Qwen,10,Incep,1,0,1,Q_pos,0.35
Qwen,10,Incep,3,0,1,Q_pos,0.35
Qwen,10,Instr,2,0,1,Q_neg,1.0
Qwen,10,Instr,1,0,1,Q_neg,0.98
Qwen,10,Instr,2,0,1,Q_pos,0.65
Qwen,10,Instr,1,0,1,Q_pos,0.55
Qwen,10,Labreal12,1,0,1,Q_neg,0.95
Qwen,10,Labreal12,3,0,1,Q_neg,0.92
Qwen,10,Labreal12,2,0,1,Q_neg,0.9
Qwen,10,Labreal12,4,0,1,Q_neg,0.85
Qwen,10,Labreal12,4,0,1,Q_pos,0.36
Qwen,10,Labreal12,3,0,1,Q_pos,0.3
Qwen,10,Labreal12,2,0,1,Q_pos,0.29
Qwen,10,Labreal12,1,0,1,Q_pos,0.24
Qwen,10,Liqu,4,0,1,Q_neg,1.0
Qwen,10,Liqu,1,0,1,Q_neg,0.97
Qwen,10,Liqu,2,0,1,Q_neg,0.95
Qwen,10,Liqu,3,0,1,Q_neg,0.95
Qwen,10,Liqu,1,0,1,Q_pos,0.54
Qwen,10,Liqu,4,0,1,Q_pos,0.53
Qwen,10,Liqu,3,0,1,Q_pos,0.45
Qwen,10,Liqu,2,0,1,Q_pos,0.44
Qwen,10,Loc,1,0,1,Q_neg,0.97
Qwen,10,Loc,2,0,1,Q_neg,0.9
Qwen,10,Loc,2,0,1,Q_pos,0.53
Qwen,10,Loc,1,0,1,Q_pos,0.45
Qwen,10,Magn,3,0,1,Q_neg,0.86
Qwen,10,Magn,1,0,1,Q_neg,0.65
Qwen,10,Magn,2,0,1,Q_neg,0.65
Qwen,10,Magn,3,0,1,Q_pos,0.46
Qwen,10,Magn,2,0,1,Q_pos,0.45
Qwen,10,Magn,1,0,1,Q_pos,0.4
Qwen,10,Modif_ajout_de_sens,1,0,1,Q_neg,0.9
Qwen,10,Modif_ajout_de_sens,2,0,1,Q_neg,0.88
Qwen,10,Modif_ajout_de_sens,1,0,1,Q_pos,0.52
Qwen,10,Modif_ajout_de_sens,2,0,1,Q_pos,0.51
Qwen,10,Modif_sens_vide,2,0,1,Q_neg,1.0
Qwen,10,Modif_sens_vide,1,0,1,Q_neg,0.83
Qwen,10,Modif_sens_vide,2,0,1,Q_pos,0.3
Qwen,10,Modif_sens_vide,1,0,1,Q_pos,0.14
Qwen,10,Modificateur,1,0,1,Q_neg,1.0
Qwen,10,Modificateur,1,0,1,Q_pos,0.45
Qwen,10,Mult,1,0,1,Q_neg,1.0
Qwen,10,Mult,2,0,1,Q_neg,1.0
Qwen,10,Mult,2,0,1,Q_pos,0.3
Qwen,10,Mult,1,0,1,Q_pos,0.29
Qwen,10,N_dériv_ajout_de_sens,2,0,1,Q_neg,0.9
Qwen,10,N_dériv_ajout_de_sens,1,0,1,Q_neg,0.78
Qwen,10,N_dériv_ajout_de_sens,2,0,1,Q_pos,0.23
Qwen,10,N_dériv_ajout_de_sens,1,0,1,Q_pos,0.17
Qwen,10,N_dériv_circonstancielle,3,0,1,Q_neg,0.93
Qwen,10,N_dériv_circonstancielle,1,0,1,Q_neg,0.9
Qwen,10,N_dériv_circonstancielle,2,0,1,Q_neg,0.9
Qwen,10,N_dériv_circonstancielle,3,0,1,Q_pos,0.47
Qwen,10,N_dériv_circonstancielle,1,0,1,Q_pos,0.4
Qwen,10,N_dériv_circonstancielle,2,0,1,Q_pos,0.32
Qwen,10,Nom_gouverneur,1,0,1,Q_neg,1.0
Qwen,10,Nom_gouverneur,1,0,1,Q_pos,0.31
Qwen,10,Oper1,4,0,1,Q_neg,1.0
Qwen,10,Oper1,1,0,1,Q_neg,0.95
Qwen,10,Oper1,3,0,1,Q_neg,0.92
Qwen,10,Oper1,2,0,1,Q_neg,0.9
Qwen,10,Oper1,3,0,1,Q_pos,0.25
Qwen,10,Oper1,4,0,1,Q_pos,0.24
Qwen,10,Oper1,2,0,1,Q_pos,0.2
Qwen,10,Oper1,1,0,1,Q_pos,0.18
Qwen,10,Oper2,4,0,1,Q_neg,1.0
Qwen,10,Oper2,1,0,1,Q_neg,0.88
Qwen,10,Oper2,3,0,1,Q_neg,0.86
Qwen,10,Oper2,2,0,1,Q_neg,0.81
Qwen,10,Oper2,4,0,1,Q_pos,0.3
Qwen,10,Oper2,2,0,1,Q_pos,0.25
Qwen,10,Oper2,3,0,1,Q_pos,0.25
Qwen,10,Oper2,1,0,1,Q_pos,0.2
Qwen,10,Oper_i,1,0,1,Q_neg,1.0
Qwen,10,Oper_i,2,0,1,Q_neg,0.92
Qwen,10,Oper_i,3,0,1,Q_neg,0.92
Qwen,10,Oper_i,3,0,1,Q_pos,0.25
Qwen,10,Oper_i,1,0,1,Q_pos,0.12
Qwen,10,Oper_i,2,0,1,Q_pos,0.12
Qwen,10,Pred,1,0,1,Q_neg,1.0
Qwen,10,Pred,3,0,1,Q_neg,1.0
Qwen,10,Pred,2,0,1,Q_neg,0.99
Qwen,10,Pred,1,0,1,Q_pos,0.6
Qwen,10,Pred,3,0,1,Q_pos,0.6
Qwen,10,Pred,2,0,1,Q_pos,0.5
Qwen,10,Qual1,4,0,1,Q_neg,0.93
Qwen,10,Qual1,1,0,1,Q_neg,0.85
Qwen,10,Qual1,3,0,1,Q_neg,0.78
Qwen,10,Qual1,2,0,1,Q_neg,0.72
Qwen,10,Qual1,4,0,1,Q_pos,0.31
Qwen,10,Qual1,2,0,1,Q_pos,0.26
Qwen,10,Qual1,3,0,1,Q_pos,0.25
Qwen,10,Qual1,1,0,1,Q_pos,0.2
Qwen,10,Real1,1,0,1,Q_neg,0.95
Qwen,10,Real1,2,0,1,Q_neg,0.95
Qwen,10,Real1,5,0,1,Q_neg,0.92
Qwen,10,Real1,4,0,1,Q_neg,0.9
Qwen,10,Real1,3,0,1,Q_neg,0.85
Qwen,10,Real1,5,0,1,Q_pos,0.19
Qwen,10,Real1,4,0,1,Q_pos,0.18
Qwen,10,Real1,1,0,1,Q_pos,0.1
Qwen,10,Real1,2,0,1,Q_pos,0.1
Qwen,10,Real1,3,0,1,Q_pos,0.07
Qwen,10,Real2,3,0,1,Q_neg,0.97
Qwen,10,Real2,4,0,1,Q_neg,0.85
Qwen,10,Real2,1,0,1,Q_neg,0.82
Qwen,10,Real2,5,0,1,Q_neg,0.8
Qwen,10,Real2,2,0,1,Q_neg,0.78
Qwen,10,Real2,5,0,1,Q_pos,0.21
Qwen,10,Real2,2,0,1,Q_pos,0.17
Qwen,10,Real2,3,0,1,Q_pos,0.17
Qwen,10,Real2,4,0,1,Q_pos,0.16
Qwen,10,Real2,1,0,1,Q_pos,0.05
Qwen,10,Real3,3,0,1,Q_neg,0.88
Qwen,10,Real3,1,0,1,Q_neg,0.85
Qwen,10,Real3,2,0,1,Q_neg,0.85
Qwen,10,Real3,4,0,1,Q_neg,0.85
Qwen,10,Real3,5,0,1,Q_neg,0.76
Qwen,10,Real3,4,0,1,Q_pos,0.27
Qwen,10,Real3,1,0,1,Q_pos,0.21
Qwen,10,Real3,2,0,1,Q_pos,0.21
Qwen,10,Real3,5,0,1,Q_pos,0.21
Qwen,10,Real3,3,0,1,Q_pos,0.16
Qwen,10,Real_i,3,0,1,Q_neg,0.95
Qwen,10,Real_i,2,0,1,Q_neg,0.88
Qwen,10,Real_i,4,0,1,Q_neg,0.87
Qwen,10,Real_i,1,0,1,Q_neg,0.85
Qwen,10,Real_i,4,0,1,Q_pos,0.45
Qwen,10,Real_i,3,0,1,Q_pos,0.4
Qwen,10,Real_i,2,0,1,Q_pos,0.37
Qwen,10,Real_i,1,0,1,Q_pos,0.3
Qwen,10,RealΩ,4,0,1,Q_neg,0.9
Qwen,10,RealΩ,3,0,1,Q_neg,0.89
Qwen,10,RealΩ,5,0,1,Q_neg,0.85
Qwen,10,RealΩ,2,0,1,Q_neg,0.84
Qwen,10,RealΩ,1,0,1,Q_neg,0.8
Qwen,10,RealΩ,1,0,1,Q_pos,0.3
Qwen,10,RealΩ,4,0,1,Q_pos,0.29
Qwen,10,RealΩ,5,0,1,Q_pos,0.29
Qwen,10,RealΩ,2,0,1,Q_pos,0.27
Qwen,10,RealΩ,3,0,1,Q_pos,0.26
Qwen,10,Redun,1,0,1,Q_neg,1.0
Qwen,10,Redun,3,0,1,Q_neg,0.96
Qwen,10,Redun,2,0,1,Q_neg,0.95
Qwen,10,Redun,1,0,1,Q_pos,0.45
Qwen,10,Redun,3,0,1,Q_pos,0.44
Qwen,10,Redun,2,0,1,Q_pos,0.41
Qwen,10,Result2,2,0,1,Q_neg,1.0
Qwen,10,Result2,1,0,1,Q_neg,0.95
Qwen,10,Result2,2,0,1,Q_pos,0.4
Qwen,10,Result2,1,0,1,Q_pos,0.26
Qwen,10,S0,2,0,1,Q_neg,0.95
Qwen,10,S0,1,0,1,Q_neg,0.9
Qwen,10,S0,2,0,1,Q_pos,0.55
Qwen,10,S0,1,0,1,Q_pos,0.5
Qwen,10,S1,4,0,1,Q_neg,1.0
Qwen,10,S1,1,0,1,Q_neg,0.99
Qwen,10,S1,3,0,1,Q_neg,0.98
Qwen,10,S1,2,0,1,Q_neg,0.95
Qwen,10,S1,4,0,1,Q_pos,0.42
Qwen,10,S1,3,0,1,Q_pos,0.4
Qwen,10,S1,1,0,1,Q_pos,0.37
Qwen,10,S1,2,0,1,Q_pos,0.37
Qwen,10,S2,1,0,1,Q_neg,0.95
Qwen,10,S2,2,0,1,Q_neg,0.95
Qwen,10,S2,3,0,1,Q_neg,0.8
Qwen,10,S2,4,0,1,Q_neg,0.78
Qwen,10,S2,2,0,1,Q_pos,0.1
Qwen,10,S2,4,0,1,Q_pos,0.1
Qwen,10,S2,1,0,1,Q_pos,0.05
Qwen,10,S2,3,0,1,Q_pos,0.0
Qwen,10,S3,3,0,1,Q_neg,1.0
Qwen,10,S3,1,0,1,Q_neg,0.94
Qwen,10,S3,4,0,1,Q_neg,0.88
Qwen,10,S3,2,0,1,Q_neg,0.82
Qwen,10,S3,3,0,1,Q_pos,0.15
Qwen,10,S3,4,0,1,Q_pos,0.15
Qwen,10,S3,1,0,1,Q_pos,0.1
Qwen,10,S3,2,0,1,Q_pos,0.07
Qwen,10,S_i,3,0,1,Q_neg,0.99
Qwen,10,S_i,1,0,1,Q_neg,0.83
Qwen,10,S_i,2,0,1,Q_neg,0.68
Qwen,10,S_i,2,0,1,Q_pos,0.1
Qwen,10,S_i,1,0,1,Q_pos,0.05
Qwen,10,S_i,3,0,1,Q_pos,0.05
Qwen,10,Sing,1,0,1,Q_neg,0.97
Qwen,10,Sing,3,0,1,Q_neg,0.93
Qwen,10,Sing,2,0,1,Q_neg,0.7
Qwen,10,Sing,2,0,1,Q_pos,0.11
Qwen,10,Sing,1,0,1,Q_pos,0.1
Qwen,10,Sing,3,0,1,Q_pos,0.1
Qwen,10,Singulier,2,0,1,Q_neg,0.95
Qwen,10,Singulier,1,0,1,Q_neg,0.75
Qwen,10,Singulier,2,0,1,Q_pos,0.39
Qwen,10,Singulier,1,0,1,Q_pos,0.32
Qwen,10,Sinstr,2,0,1,Q_neg,0.97
Qwen,10,Sinstr,4,0,1,Q_neg,0.95
Qwen,10,Sinstr,3,0,1,Q_neg,0.94
Qwen,10,Sinstr,1,0,1,Q_neg,0.91
Qwen,10,Sinstr,2,0,1,Q_pos,0.48
Qwen,10,Sinstr,1,0,1,Q_pos,0.45
Qwen,10,Sinstr,4,0,1,Q_pos,0.43
Qwen,10,Sinstr,3,0,1,Q_pos,0.38
Qwen,10,Sloc,1,0,1,Q_neg,1.0
Qwen,10,Sloc,2,0,1,Q_neg,1.0
Qwen,10,Sloc,4,0,1,Q_neg,1.0
Qwen,10,Sloc,3,0,1,Q_neg,0.9
Qwen,10,Sloc,2,0,1,Q_pos,0.27
Qwen,10,Sloc,1,0,1,Q_pos,0.25
Qwen,10,Sloc,4,0,1,Q_pos,0.23
Qwen,10,Sloc,3,0,1,Q_pos,0.2
Qwen,10,Sres,2,0,1,Q_neg,1.0
Qwen,10,Sres,4,0,1,Q_neg,1.0
Qwen,10,Sres,1,0,1,Q_neg,0.95
Qwen,10,Sres,3,0,1,Q_neg,0.88
Qwen,10,Sres,4,0,1,Q_pos,0.67
Qwen,10,Sres,1,0,1,Q_pos,0.63
Qwen,10,Sres,2,0,1,Q_pos,0.61
Qwen,10,Sres,3,0,1,Q_pos,0.53
Qwen,10,Subst_sens_opposé,2,0,1,Q_neg,0.9
Qwen,10,Subst_sens_opposé,1,0,1,Q_neg,0.76
Qwen,10,Subst_sens_opposé,1,0,1,Q_pos,0.53
Qwen,10,Subst_sens_opposé,2,0,1,Q_pos,0.47
Qwen,10,Subst_sens_similaire,1,0,1,Q_neg,0.9
Qwen,10,Subst_sens_similaire,2,0,1,Q_neg,0.88
Qwen,10,Subst_sens_similaire,1,0,1,Q_pos,0.21
Qwen,10,Subst_sens_similaire,2,0,1,Q_pos,0.17
Qwen,10,Substitutive,1,0,1,Q_neg,0.97
Qwen,10,Substitutive,1,0,1,Q_pos,0.45
Qwen,10,Syn,1,0,1,Q_neg,0.99
Qwen,10,Syn,3,0,1,Q_neg,0.95
Qwen,10,Syn,2,0,1,Q_neg,0.84
Qwen,10,Syn,3,0,1,Q_pos,0.46
Qwen,10,Syn,2,0,1,Q_pos,0.45
Qwen,10,Syn,1,0,1,Q_pos,0.39
Qwen,10,V0,2,0,1,Q_neg,1.0
Qwen,10,V0,3,0,1,Q_neg,0.96
Qwen,10,V0,1,0,1,Q_neg,0.95
Qwen,10,V0,3,0,1,Q_pos,0.52
Qwen,10,V0,1,0,1,Q_pos,0.49
Qwen,10,V0,2,0,1,Q_pos,0.44
Qwen,10,V_collocation_ajout_de_sens,2,0,1,Q_neg,1.0
Qwen,10,V_collocation_ajout_de_sens,1,0,1,Q_neg,0.58
Qwen,10,V_collocation_ajout_de_sens,2,0,1,Q_pos,0.34
Qwen,10,V_collocation_ajout_de_sens,1,0,1,Q_pos,0.3
Qwen,10,V_dériv_sens_vide,1,0,1,Q_neg,0.95
Qwen,10,V_dériv_sens_vide,2,0,1,Q_neg,0.95
Qwen,10,V_dériv_sens_vide,2,0,1,Q_pos,0.35
Qwen,10,V_dériv_sens_vide,1,0,1,Q_pos,0.3
Qwen,10,Ver,3,0,1,Q_neg,0.85
Qwen,10,Ver,2,0,1,Q_neg,0.79
Qwen,10,Ver,1,0,1,Q_neg,0.65
Qwen,10,Ver,3,0,1,Q_pos,0.55
Qwen,10,Ver,1,0,1,Q_pos,0.43
Qwen,10,Ver,2,0,1,Q_pos,0.36
Qwen,10,Verbe_support,2,0,1,Q_neg,1.0
Qwen,10,Verbe_support,1,0,1,Q_neg,0.95
Qwen,10,Verbe_support,1,0,1,Q_pos,0.2
Qwen,10,Verbe_support,2,0,1,Q_pos,0.19
Qwen,10,Verbes_causatifs,1,0,1,Q_neg,0.99
Qwen,10,Verbes_causatifs,3,0,1,Q_neg,0.95
Qwen,10,Verbes_causatifs,2,0,1,Q_neg,0.83
Qwen,10,Verbes_causatifs,3,0,1,Q_pos,0.2
Qwen,10,Verbes_causatifs,2,0,1,Q_pos,0.19
Qwen,10,Verbes_causatifs,1,0,1,Q_pos,0.1
Qwen,10,Verbes_de_phase,3,0,1,Q_neg,0.94
Qwen,10,Verbes_de_phase,1,0,1,Q_neg,0.91
Qwen,10,Verbes_de_phase,2,0,1,Q_neg,0.85
Qwen,10,Verbes_de_phase,2,0,1,Q_pos,0.32
Qwen,10,Verbes_de_phase,3,0,1,Q_pos,0.31
Qwen,10,Verbes_de_phase,1,0,1,Q_pos,0.3
Qwen,10,Vreal,3,0,1,Q_neg,0.9
Qwen,10,Vreal,1,0,1,Q_neg,0.83
Qwen,10,Vreal,2,0,1,Q_neg,0.75
Qwen,10,Vreal,3,0,1,Q_pos,0.48
Qwen,10,Vreal,2,0,1,Q_pos,0.42
Qwen,10,Vreal,1,0,1,Q_pos,0.25
